,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
6608,579000.0,1199.0,Comprehensive,Automatic,31440.0,First Owner,Petrol,83.83,5.0,23.84,Hatchback,Pune,2018,Tata Tiago,5.0
6609,500000.0,1197.0,Third Party insurance,Manual,40000.0,Third Owner,Petrol,81.83,5.0,18.6,Hatchback,Pune,2015,Hyundai i20,8.0
6610,105000.0,1196.0,Third Party insurance,Manual,120000.0,Third Owner,Petrol,70.0,5.0,15.6,Hatchback,Pune,2010,Ford Figo,13.0
6614,450000.0,998.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2017,Maruti Wagon,6.0
6615,580000.0,1197.0,Third Party insurance,Manual,90000.0,First Owner,CNG,70.4,5.0,26.55,Sedan,Pune,2019,Maruti Swift,4.0
6616,285000.0,999.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,67.0,5.0,22.5,Hatchback,Pune,2017,Datsun RediGO,6.0
6619,1292000.0,1582.0,Third Party,Automatic,47159.0,First Owner,Diesel,126.2,5.0,22.0,Sedan,Pune,2019,Hyundai Verna,4.0
6620,286000.0,1496.0,Third Party,Manual,52890.0,Third Owner,Petrol,88.73,5.0,17.6,Sedan,Pune,2011,Toyota Etios,12.0
6621,568000.0,998.0,Third Party,Manual,5218.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Pune,2018,Maruti Celerio,5.0
6623,680000.0,1198.0,Zero Dep,Manual,28991.0,First Owner,Petrol,73.75,5.0,17.0,Sedan,Pune,2019,Volkswagen Ameo,3.0
6624,515000.00000000006,1197.0,Comprehensive,Manual,49975.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2017,Hyundai Grand,6.0
6625,319000.0,796.0,Third Party,Manual,19870.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2016,Maruti Alto,7.0
6626,501000.0,998.0,Comprehensive,Manual,12563.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Pune,2021,Maruti S-Presso,2.0
6627,248000.0,998.0,Comprehensive,Manual,60354.0,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2012,Maruti Alto,10.0
6629,800000.0,1373.0,Third Party insurance,Automatic,40000.0,First Owner,Petrol,91.1,7.0,17.03,MUV,Pune,2018,Maruti Ertiga,5.0
6630,865000.0,1497.0,Third Party insurance,Automatic,50000.0,Second Owner,Petrol,117.3,7.0,15.4,SUV,Pune,2018,Honda BR-V,5.0
6631,509999.99999999994,1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,82.0,5.0,19.1,Sedan,Pune,2016,Hyundai Xcent,7.0
6632,440000.00000000006,1461.0,Third Party insurance,Manual,100000.0,Second Owner,Diesel,108.5,5.0,19.01,SUV,Pune,2014,Nissan Terrano,9.0
6633,800000.0,1462.0,Third Party insurance,Automatic,40000.0,First Owner,Petrol,103.0,7.0,18.69,MUV,Pune,2018,Maruti Ertiga,5.0
6635,150000.0,1799.0,Third Party insurance,Automatic,100000.0,Fourth Owner,Petrol,130.0,5.0,12.9,Sedan,Pune,2006,Honda Civic,17.0
6636,321000.0,998.0,Third Party,Manual,25856.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2015,Maruti Alto,7.0
6637,646000.0,1498.0,Comprehensive,Manual,114735.0,First Owner,Diesel,98.59,5.0,22.77,SUV,Pune,2016,Ford Ecosport,7.0
6638,759000.0,1197.0,Zero Dep,Manual,33386.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Pune,2020,Maruti Baleno,3.0
6639,474000.0,1199.0,Third Party,Manual,22795.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Pune,2016,Tata Tiago,7.0
6643,753000.0,1197.0,Third Party,Automatic,9833.0,Second Owner,Petrol,81.86,5.0,17.4,Hatchback,Pune,2019,Hyundai i20,4.0
6644,545000.0,998.0,Third Party,Manual,87354.0,First Owner,Petrol,67.05,5.0,21.79,Hatchback,Pune,2019,Maruti Wagon,4.0
6645,604000.0,1197.0,Third Party,Automatic,34521.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2016,Maruti Baleno,7.0
6646,750000.0,1197.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Pune,2021,Maruti Baleno,2.0
6648,2000000.0,1493.0,Third Party insurance,Automatic,40000.0,First Owner,Diesel,113.43,5.0,18.0,SUV,Pune,2021,Kia Seltos,2.0
6650,450000.0,998.0,Third Party insurance,Manual,60000.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2018,Maruti Wagon,5.0
6651,325000.0,1197.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Pune,2020,Maruti Swift,3.0
6652,700000.0,1197.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Pune,2020,Hyundai Grand,3.0
6653,70000.0,1396.0,Third Party insurance,Manual,120000.0,Second Owner,Diesel,70.0,5.0,23.57,Sedan,Pune,2008,Tata Indigo,15.0
6654,864000.0,1498.0,Comprehensive,Manual,86912.0,First Owner,Diesel,98.6,7.0,21.9,SUV,Pune,2018,Honda BR-V,5.0
6655,891000.0,1197.0,Third Party,Automatic,42115.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2021,Maruti Baleno,2.0
6656,394000.0,998.0,Third Party insurance,Manual,85031.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2014,Maruti Wagon,9.0
6658,704000.0,1497.0,Comprehensive,Manual,77141.0,Second Owner,Petrol,117.3,5.0,17.4,Sedan,Pune,2015,Honda City,8.0
6659,1063000.0,998.0,Zero Dep,Manual,28007.0,First Owner,Petrol,118.35,5.0,18.0,SUV,Pune,2021,Hyundai Venue,2.0
6660,764000.0,1582.0,Third Party insurance,Manual,86315.0,First Owner,Diesel,126.2,5.0,23.9,Sedan,Pune,2015,Hyundai Verna,8.0
6661,194000.0,814.0,Third Party,Manual,66145.0,Third Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2011,Hyundai EON,11.0
6662,667000.0,1197.0,Third Party,Manual,14610.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2020,Maruti Swift,3.0
6664,2350000.0,1451.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,141.0,6.0,16.56,SUV,Pune,2022,MG Hector,1.0
6665,480000.0,1248.0,Third Party insurance,Manual,120000.0,Second Owner,Diesel,74.0,5.0,23.4,Sedan,Pune,2017,Maruti Swift,6.0
6666,225000.0,1798.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,138.1,5.0,14.53,Sedan,Pune,2009,Toyota Corolla,14.0
6667,580000.0,1497.0,Third Party insurance,Manual,50000.0,Third Owner,Petrol,117.3,5.0,17.4,Sedan,Pune,2015,Honda City,8.0
6669,900000.0,1462.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Pune,2022,Toyota Urban,1.0
6670,1275000.0,998.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,118.36,5.0,18.2,SUV,Pune,2022,Kia Sonet,1.0
6671,770000.0,1197.0,Comprehensive,Manual,7888.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2021,Maruti Swift,2.0
6672,261000.0,1197.0,Third Party,Manual,92976.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2011,Hyundai i10,12.0
6673,1191000.0,1498.0,Third Party,Manual,11783.0,First Owner,Petrol,119.35,5.0,18.6,Sedan,Pune,2021,Honda City,2.0
6674,582000.0,998.0,Zero Dep,Manual,16754.0,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Pune,2022,Maruti Celerio,1.0
6675,432000.0,998.0,Zero Dep,Manual,19911.0,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Pune,2017,Maruti Celerio,6.0
6676,650000.0,1197.0,Comprehensive,Manual,35342.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2018,Maruti Baleno,5.0
6677,405000.0,1197.0,Comprehensive,Manual,46518.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6678,494000.00000000006,998.0,Comprehensive,Manual,25034.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Pune,2021,Maruti S-Presso,2.0
6679,775000.0,1497.0,Comprehensive,Manual,99471.0,First Owner,Diesel,113.42,5.0,23.22,SUV,Pune,2018,Tata Nexon,5.0
6680,773000.0,1197.0,Third Party insurance,Automatic,96026.0,First Owner,Petrol,103.5,5.0,17.21,Hatchback,Pune,2018,Volkswagen Polo,5.0
6682,1174000.0,1197.0,Zero Dep,Automatic,21768.0,First Owner,Petrol,108.62,5.0,16.5,SUV,Pune,2021,Mahindra XUV300,2.0
6683,1250000.0,1582.0,Third Party insurance,Automatic,120000.0,First Owner,Diesel,126.2,5.0,17.01,SUV,Pune,2019,Hyundai Creta,4.0
6684,80000.0,1199.0,Third Party insurance,Manual,110000.0,Second Owner,Petrol,79.4,5.0,18.6,Hatchback,Pune,2010,Chevrolet Beat,13.0
6685,300000.0,1586.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,103.3,5.0,15.5,Sedan,Pune,2011,Maruti SX4,12.0
6686,1050000.0,1591.0,Third Party insurance,Automatic,50000.0,First Owner,Petrol,121.3,5.0,17.0,Sedan,Pune,2018,Hyundai Verna,5.0
6687,860000.0,999.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,71.01,5.0,19.03,SUV,Pune,2022,Renault Kiger,1.0
6688,200000.0,1197.0,Third Party insurance,Automatic,80000.0,Third Owner,Petrol,78.9,5.0,16.95,Hatchback,Pune,2011,Hyundai i10,12.0
6689,325000.0,998.0,Third Party insurance,Manual,50000.0,First Owner,Petrol,68.05,5.0,20.3,Hatchback,Pune,2015,Hyundai EON,8.0
6690,800000.0,1199.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,86.83,5.0,19.33,Hatchback,Pune,2021,Tata Altroz,2.0
6691,451000.0,1197.0,Comprehensive,Manual,112866.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Pune,2014,Maruti Swift,9.0
6692,705000.0,1197.0,Zero Dep,Automatic,15879.0,Second Owner,Petrol,88.5,5.0,22.56,Hatchback,Pune,2021,Maruti Swift,2.0
6693,300000.0,1364.0,Third Party insurance,Manual,80321.0,Second Owner,Diesel,87.2,5.0,21.43,Sedan,Pune,2010,Toyota Corolla,13.0
6694,555000.0,999.0,Comprehensive,Automatic,23760.0,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Pune,2021,Renault KWID,2.0
6695,428000.0,1197.0,Comprehensive,Manual,94456.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2015,Hyundai Grand,8.0
6696,697000.0,1199.0,Comprehensive,Manual,108918.0,First Owner,Petrol,88.7,5.0,17.5,SUV,Pune,2018,Honda WR-V,5.0
6697,528000.0,1197.0,Third Party insurance,Manual,59689.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2019,Hyundai Grand,4.0
6698,459999.99999999994,998.0,Third Party insurance,Manual,59896.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2017,Maruti Wagon,5.0
6699,675000.0,1197.0,Third Party insurance,Automatic,94170.0,Second Owner,Petrol,103.2,5.0,18.19,Sedan,Pune,2016,Volkswagen Vento,7.0
6700,291000.0,998.0,Third Party insurance,Manual,42591.0,Third Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2016,Maruti Alto,7.0
6701,616000.0,1373.0,Third Party,Manual,46738.0,First Owner,Petrol,91.1,5.0,20.73,Sedan,Pune,2015,Maruti Ciaz,8.0
6704,130000.0,998.0,Third Party insurance,Manual,120000.0,Third Owner,Petrol,67.1,5.0,18.9,Hatchback,Pune,2006,Maruti Wagon,17.0
6705,650000.0,1498.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,98.6,5.0,27.3,Hatchback,Pune,2018,Honda Jazz,5.0
6706,330000.0,1197.0,Third Party insurance,Manual,30000.0,Third Owner,Petrol,82.85,5.0,18.5,Hatchback,Pune,2013,Hyundai i20,10.0
6707,110000.00000000001,1086.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,62.1,5.0,17.92,Hatchback,Pune,2007,Hyundai Santro,16.0
6708,650000.0,1496.0,Third Party insurance,Automatic,110000.0,First Owner,Petrol,105.5,5.0,17.8,Sedan,Pune,2018,Toyota Yaris,5.0
6709,550000.0,1497.0,Third Party insurance,Manual,50000.0,Second Owner,Petrol,117.3,7.0,17.3,MUV,Pune,2014,Honda Mobilio,9.0
6710,558000.0,1248.0,Comprehensive,Manual,97308.0,First Owner,Diesel,73.9,5.0,19.3,Sedan,Pune,2012,Maruti Swift,11.0
6711,633000.0,1197.0,Zero Dep,Manual,67071.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2018,Maruti Baleno,5.0
6713,296000.0,814.0,Third Party,Manual,90496.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2018,Hyundai EON,5.0
6714,300000.0,796.0,Third Party insurance,Manual,84685.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2017,Maruti Alto,6.0
6715,358000.0,999.0,Third Party,Automatic,59750.0,Second Owner,Petrol,67.0,5.0,23.0,Hatchback,Pune,2018,Datsun RediGO,5.0
6717,293000.0,1197.0,Third Party insurance,Manual,82091.0,Third Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2011,Maruti Swift,12.0
6718,657000.0,1373.0,Third Party insurance,Automatic,78797.0,First Owner,Petrol,91.1,5.0,19.12,Sedan,Pune,2016,Maruti Ciaz,6.0
6719,493000.0,1197.0,Comprehensive,Manual,22801.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2014,Hyundai Grand,9.0
6722,324000.0,799.0,Third Party insurance,Manual,60000.0,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Pune,2016,Renault KWID,7.0
6726,1050000.0,1591.0,Third Party insurance,Automatic,30000.0,First Owner,Petrol,121.3,5.0,17.0,Sedan,Pune,2019,Hyundai Verna,4.0
6727,675000.0,1498.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,98.6,5.0,25.1,Sedan,Pune,2015,Honda City,8.0
6728,950000.0,1591.0,Third Party insurance,Manual,70000.0,Third Owner,Petrol,121.3,5.0,17.0,Sedan,Pune,2018,Hyundai Verna,5.0
6729,308000.0,1248.0,Comprehensive,Manual,114354.0,First Owner,Diesel,73.94,5.0,23.2,Hatchback,Pune,2011,Maruti Ritz,12.0
6730,328000.0,814.0,Comprehensive,Manual,35281.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2014,Hyundai EON,9.0
6731,483000.0,1197.0,Comprehensive,Manual,41179.0,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Pune,2014,Hyundai i20,9.0
6732,554000.0,1199.0,Third Party insurance,Manual,50649.0,First Owner,Petrol,88.7,5.0,18.7,Hatchback,Pune,2017,Honda Jazz,6.0
6733,401000.0,998.0,Third Party,Automatic,61981.0,Second Owner,Petrol,67.0,5.0,20.51,Hatchback,Pune,2016,Maruti Wagon,7.0
6734,385000.0,1047.0,Third Party insurance,Manual,86306.0,First Owner,Diesel,69.0,5.0,27.28,Hatchback,Pune,2017,Tata Tiago,6.0
6736,231000.0,814.0,Comprehensive,Manual,29168.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Pune,2013,Hyundai EON,10.0
6737,352000.0,998.0,Third Party,Manual,2927.0,First Owner,Petrol,67.05,5.0,23.95,Hatchback,Pune,2018,Maruti Alto,5.0
6738,361000.0,1198.0,Comprehensive,Manual,10832.0,Third Owner,Petrol,86.7,5.0,18.0,Sedan,Pune,2014,Honda Amaze,9.0
6740,500000.0,1591.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,121.3,5.0,17.1,Sedan,Pune,2014,Hyundai Verna,9.0
6748,533000.0,1373.0,Third Party,Manual,51236.0,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Pune,2016,Maruti Ciaz,7.0
6749,357000.0,998.0,Comprehensive,Manual,85246.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2016,Maruti Wagon,7.0
6750,229999.99999999997,1197.0,Third Party insurance,Manual,65480.0,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Pune,2012,Hyundai i10,11.0
6751,507000.0,799.0,Comprehensive,Manual,4026.0,First Owner,Petrol,53.26,5.0,22.25,Hatchback,Pune,2022,Renault KWID,1.0
6752,542000.0,1248.0,Comprehensive,Manual,113357.0,First Owner,Diesel,74.0,5.0,23.4,Sedan,Pune,2014,Maruti Swift,9.0
6753,401999.99999999994,998.0,Third Party,Manual,75937.0,First Owner,CNG,58.16,5.0,26.6,Hatchback,Pune,2014,Maruti Wagon,9.0
6754,1244000.0,1462.0,Comprehensive,Manual,10267.0,First Owner,Petrol,101.65,5.0,19.89,SUV,Pune,2022,Maruti Brezza,1.0
6755,496000.0,1197.0,Third Party insurance,Automatic,61155.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2017,Hyundai Grand,6.0
6756,450000.0,1248.0,Third Party insurance,Manual,110000.0,Third Owner,Diesel,74.0,5.0,23.4,Sedan,Pune,2012,Maruti Swift,11.0
6757,98000.0,1086.0,Third Party insurance,Manual,90000.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Pune,2008,Hyundai i10,15.0
6758,250000.0,1248.0,Third Party insurance,Manual,90000.0,Second Owner,Diesel,74.0,5.0,26.59,Sedan,Pune,2015,Maruti Swift,8.0
6759,260000.0,999.0,Third Party insurance,Automatic,30000.0,Third Owner,Petrol,67.0,5.0,24.04,Hatchback,Pune,2017,Renault KWID,6.0
6760,750000.0,1198.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,80.46,5.0,19.3,Hatchback,Pune,2022,Citroen C3,1.0
6761,800000.0,1498.0,Third Party insurance,Manual,110000.0,First Owner,Diesel,93.87,5.0,26.82,Sedan,Pune,2018,Maruti Ciaz,5.0
6762,800000.0,1373.0,Third Party insurance,Manual,80000.0,Second Owner,CNG,80.46,7.0,17.5,MUV,Pune,2018,Maruti Ertiga,5.0
6763,375000.0,1086.0,Third Party insurance,Manual,40000.0,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Pune,2015,Hyundai i10,8.0
6764,187000.0,1197.0,Third Party,Manual,79076.0,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2010,Maruti Swift,13.0
6765,811999.9999999999,1197.0,Zero Dep,Manual,18421.0,First Owner,Petrol,81.8,5.0,21.01,Hatchback,Pune,2021,Maruti Baleno,2.0
6766,1296000.0,1498.0,Comprehensive,Automatic,25692.0,First Owner,Petrol,119.35,5.0,18.3,Sedan,Pune,2020,Honda City,3.0
6767,1096000.0,1498.0,Third Party,Manual,17622.0,Second Owner,Petrol,119.35,5.0,18.6,Sedan,Pune,2020,Honda City,2.0
6768,187000.0,998.0,Comprehensive,Manual,30023.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2011,Maruti Alto,12.0
6770,341000.0,1193.0,Third Party insurance,Manual,60517.0,Third Owner,Petrol,88.7,5.0,17.57,Sedan,Pune,2014,Tata Zest,8.0
6771,1244000.0,1462.0,Comprehensive,Manual,9222.0,First Owner,Petrol,101.65,5.0,19.89,SUV,Pune,2022,Maruti Brezza,1.0
6772,813000.0000000001,1248.0,Zero Dep,Manual,79221.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Pune,2016,Maruti Vitara,7.0
6777,795000.0,1248.0,Third Party insurance,Manual,70000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Pune,2016,Maruti Vitara,7.0
6779,750000.0,1186.0,Third Party insurance,Manual,80000.0,First Owner,Diesel,73.97,5.0,25.35,Sedan,Pune,2020,Hyundai Aura,3.0
6780,750000.0,1364.0,Third Party insurance,Manual,100000.0,First Owner,Diesel,67.05,5.0,23.59,Sedan,Pune,2017,Toyota Etios,6.0
6782,488999.99999999994,1199.0,Third Party,Manual,27836.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Pune,2016,Tata Tiago,7.0
6783,876000.0,1497.0,Third Party insurance,Manual,18551.0,First Owner,Petrol,121.31,5.0,17.0,SUV,Pune,2020,Ford Ecosport,3.0
6784,401000.0,1197.0,Comprehensive,Manual,84845.0,First Owner,Petrol,82.9,5.0,18.5,Hatchback,Pune,2013,Hyundai i20,10.0
6785,360000.0,998.0,Third Party insurance,Manual,64749.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2015,Maruti Wagon,8.0
6786,1050000.0,1497.0,Third Party,Manual,27474.0,First Owner,Petrol,113.43,5.0,16.8,SUV,Pune,2021,Kia Seltos,2.0
6787,1126000.0,1498.0,Comprehensive,Automatic,23731.0,First Owner,Petrol,119.35,5.0,18.3,Sedan,Pune,2020,Honda City,3.0
6788,821000.0000000001,1197.0,Zero Dep,Automatic,41050.0,First Owner,Petrol,103.2,5.0,18.19,Sedan,Pune,2017,Volkswagen Vento,6.0
6790,1508000.0,1451.0,Third Party insurance,Automatic,58287.0,Second Owner,Petrol,141.0,5.0,13.96,SUV,Pune,2019,MG Hector,4.0
6791,827000.0,1368.0,Third Party,Manual,33547.0,First Owner,Petrol,98.6,5.0,19.1,Sedan,Pune,2019,Hyundai Verna,4.0
6792,1035000.0,999.0,Comprehensive,Manual,14758.0,First Owner,Petrol,108.62,5.0,18.97,Sedan,Pune,2021,Skoda Rapid,2.0
6795,95000.0,796.0,Third Party insurance,Manual,60000.0,Third Owner,Petrol,46.3,5.0,19.7,Hatchback,Pune,2009,Maruti Alto,14.0
6797,350000.0,1248.0,Third Party insurance,Manual,110000.0,First Owner,Diesel,91.72,5.0,20.5,Hatchback,Pune,2015,Fiat Avventura,8.0
6798,150000.0,1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,75.0,5.0,20.3,Hatchback,Pune,2010,Fiat Grande,13.0
6800,450000.0,1586.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,103.2,5.0,16.51,Sedan,Pune,2013,Maruti SX4,10.0
6801,330000.0,796.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2019,Maruti Alto,4.0
6802,557000.0,1199.0,Third Party,Automatic,34813.0,Second Owner,Petrol,83.83,5.0,23.84,Hatchback,Pune,2018,Tata Tiago,5.0
6803,913000.0000000001,1497.0,Third Party,Automatic,34382.0,Second Owner,Diesel,108.5,5.0,21.5,SUV,Pune,2019,Tata Nexon,4.0
6805,868000.0,1199.0,Comprehensive,Manual,25533.0,First Owner,CNG,72.4,5.0,26.49,Sedan,Pune,2022,Tata Tigor,1.0
6806,254000.0,998.0,Comprehensive,Manual,50930.0,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Pune,2014,Maruti Alto,9.0
6807,564000.0,1197.0,Comprehensive,Automatic,38831.0,Second Owner,Petrol,81.86,5.0,18.9,Hatchback,Pune,2017,Hyundai Grand,6.0
6808,444000.00000000006,998.0,Comprehensive,Manual,38429.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Pune,2015,Maruti Celerio,8.0
6811,434999.99999999994,1197.0,Comprehensive,Manual,40791.0,Second Owner,Petrol,82.0,5.0,19.1,Sedan,Pune,2015,Hyundai Xcent,8.0
6814,1350000.0,1462.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,103.26,5.0,18.76,SUV,Pune,2022,Maruti Vitara,1.0
6817,550000.0,1199.0,Third Party insurance,Automatic,80000.0,First Owner,Petrol,88.7,5.0,18.1,Sedan,Pune,2018,Honda Amaze,5.0
6819,1000000.0,1496.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,120.69,5.0,15.9,SUV,Pune,2021,Ford Ecosport,2.0
6820,663000.0,1197.0,Comprehensive,Manual,4777.0,First Owner,Petrol,81.8,5.0,20.52,Hatchback,Pune,2022,Maruti Wagon,1.0
6821,835000.0,1497.0,Third Party insurance,Automatic,76320.0,Second Owner,Petrol,117.6,5.0,18.0,Sedan,Pune,2017,Honda City,6.0
6822,447000.0,1248.0,Comprehensive,Manual,99479.0,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Pune,2012,Maruti Swift,11.0
6823,649000.0,1497.0,Comprehensive,Manual,52877.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Pune,2015,Honda City,8.0
6824,386000.0,999.0,Comprehensive,Automatic,52528.0,First Owner,Petrol,67.0,5.0,24.04,Hatchback,Pune,2017,Renault KWID,5.0
6825,364000.0,1198.0,Comprehensive,Manual,18547.0,First Owner,Petrol,86.7,5.0,18.0,Sedan,Pune,2013,Honda Amaze,10.0
6827,443000.0,1197.0,Third Party insurance,Manual,47507.0,Third Owner,Petrol,88.5,5.0,22.38,Hatchback,Pune,2015,Maruti Swift,8.0
6828,245000.00000000003,1198.0,Third Party,Manual,107156.0,Third Owner,Petrol,86.8,5.0,19.4,Hatchback,Pune,2012,Honda Brio,11.0
6829,199000.0,796.0,Comprehensive,Manual,63748.0,Second Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2012,Maruti Alto,11.0
6830,296000.0,1197.0,Comprehensive,Manual,40723.0,First Owner,Petrol,85.8,5.0,18.5,Hatchback,Pune,2013,Maruti Ritz,10.0
6831,341000.0,999.0,Third Party,Manual,49451.0,Second Owner,Petrol,67.0,5.0,23.01,Hatchback,Pune,2016,Renault KWID,6.0
6832,765000.0,1197.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Pune,2022,Maruti Ignis,1.0
6834,270000.0,1248.0,Third Party insurance,Manual,120000.0,Third Owner,Diesel,88.76,5.0,21.02,Sedan,Pune,2014,Tata Manza,9.0
6836,484999.99999999994,1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Pune,2017,Hyundai Grand,6.0
6839,1050000.0,1197.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,81.86,5.0,18.4,SUV,Pune,2022,Kia Sonet,1.0
6841,234000.0,1086.0,Third Party,Manual,62237.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Pune,2011,Hyundai i10,12.0
6842,256999.99999999997,998.0,Comprehensive,Manual,84567.0,Second Owner,Petrol,68.05,5.0,20.3,Hatchback,Pune,2015,Hyundai EON,8.0
6843,836000.0,999.0,Third Party insurance,Manual,32673.0,First Owner,Petrol,98.63,5.0,20.5,SUV,Pune,2021,Renault Kiger,2.0
6844,593000.0,1498.0,Third Party,Automatic,29839.0,Second Owner,Diesel,108.495,5.0,22.0,Sedan,Pune,2016,Volkswagen Ameo,7.0
6845,449000.0,1197.0,Comprehensive,Manual,96999.0,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Pune,2014,Hyundai i20,9.0
6846,451999.99999999994,999.0,Comprehensive,Automatic,42356.0,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Pune,2020,Renault KWID,3.0
6847,221000.0,796.0,Third Party insurance,Manual,76653.0,Second Owner,Petrol,47.33,5.0,22.05,Hatchback,Pune,2013,Maruti Alto,10.0
6848,575000.0,1197.0,Comprehensive,Automatic,47949.0,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Pune,2017,Maruti Baleno,6.0
6849,296000.0,998.0,Third Party,Manual,77267.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Pune,2014,Maruti Wagon,9.0
6850,500000.0,1248.0,Third Party insurance,Manual,90000.0,First Owner,Diesel,74.0,5.0,23.4,Sedan,Pune,2014,Maruti Swift,9.0
