,resale_price,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,model_year,model,car_age
3553,335000.0,1197.0,Third Party insurance,Manual,31000.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Kolkata,2015,Hyundai Grand,8.0
3554,500000.0,1497.0,Third Party insurance,Manual,58930.0,First Owner,Petrol,117.3,5.0,17.4,Sedan,Kolkata,2015,Honda City,8.0
3555,399000.0,1396.0,Comprehensive,Manual,45000.0,First Owner,Petrol,105.5,5.0,17.43,Sedan,Kolkata,2015,Hyundai Verna,8.0
3557,392000.0,1498.0,Comprehensive,Manual,46940.0,First Owner,Diesel,98.63,5.0,27.4,Sedan,Kolkata,2016,Honda Amaze,7.0
3558,350000.0,1461.0,Third Party insurance,Manual,49000.0,First Owner,Diesel,83.8,5.0,20.45,SUV,Kolkata,2015,Renault Duster,8.0
3559,600000.0,1582.0,Third Party insurance,Manual,67793.0,First Owner,Diesel,126.2,5.0,22.0,Sedan,Kolkata,2017,Hyundai Verna,6.0
3560,800000.0,1591.0,Comprehensive,Manual,32475.0,First Owner,Petrol,121.3,5.0,15.8,SUV,Kolkata,2019,Hyundai Creta,4.0
3563,1575000.0,1799.0,Comprehensive,Automatic,30689.0,First Owner,Petrol,139.46,5.0,16.5,Sedan,Kolkata,2019,Honda Civic,4.0
3564,395000.0,1498.0,Third Party insurance,Manual,55000.0,First Owner,Diesel,98.6,5.0,26.0,Sedan,Kolkata,2014,Honda City,9.0
3566,662000.0,1497.0,Comprehensive,Manual,50000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Kolkata,2018,Honda City,5.0
3569,750000.0,1498.0,Third Party insurance,Manual,65000.0,First Owner,Diesel,98.6,5.0,26.0,Sedan,Kolkata,2017,Honda City,6.0
3570,850000.0,1582.0,Third Party insurance,Manual,34000.0,First Owner,Diesel,126.2,5.0,20.5,SUV,Kolkata,2019,Hyundai Creta,4.0
3571,500000.0,1591.0,Third Party insurance,Manual,54419.0,First Owner,Petrol,121.3,5.0,17.01,Sedan,Kolkata,2016,Hyundai Verna,7.0
3572,525000.0,1462.0,Comprehensive,Manual,51000.0,First Owner,Petrol,103.25,5.0,20.65,Sedan,Kolkata,2015,Maruti Ciaz,8.0
3573,210000.0,814.0,Third Party insurance,Manual,38742.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Kolkata,2013,Hyundai EON,10.0
3578,374000.0,999.0,Third Party,Manual,21830.0,First Owner,Petrol,75.0,5.0,19.44,Sedan,Kolkata,2017,Volkswagen Ameo,6.0
3584,890000.0,1462.0,Third Party insurance,Manual,12000.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Kolkata,2021,Maruti Vitara,2.0
3587,350000.0,1497.0,Third Party insurance,Manual,12500.0,First Owner,Petrol,117.3,7.0,17.3,MUV,Kolkata,2014,Honda Mobilio,9.0
3589,950000.0,1498.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,119.35,5.0,18.6,Sedan,Kolkata,2020,Honda City,3.0
3590,455000.0,1498.0,Comprehensive,Manual,64400.0,First Owner,Diesel,98.6,5.0,26.0,Sedan,Kolkata,2014,Honda City,9.0
3591,400000.0,1197.0,Third Party insurance,Manual,43000.0,First Owner,Petrol,83.14,5.0,20.85,Sedan,Kolkata,2015,Maruti Swift,8.0
3592,500000.0,998.0,Third Party insurance,Manual,16800.0,First Owner,Petrol,67.05,5.0,21.79,Hatchback,Kolkata,2020,Maruti Wagon,3.0
3593,500000.0,1497.0,Third Party insurance,Manual,42000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Kolkata,2018,Honda City,5.0
3594,1125000.0,1497.0,Third Party insurance,Automatic,24000.0,First Owner,Diesel,115.0,5.0,17.0,SUV,Kolkata,2021,Mahindra XUV300,2.0
3596,300000.0,1197.0,Third Party insurance,Manual,31763.0,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Kolkata,2013,Hyundai Grand,10.0
3597,300000.0,1248.0,Third Party insurance,Manual,39000.0,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Kolkata,2013,Maruti Swift,10.0
3599,750000.0,1197.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Kolkata,2022,Hyundai i20,1.0
3600,850000.0,1591.0,Comprehensive,Manual,34000.0,First Owner,Petrol,121.3,5.0,17.0,Sedan,Kolkata,2019,Hyundai Verna,4.0
3602,550000.0,1498.0,Third Party insurance,Manual,40000.0,First Owner,Diesel,98.6,5.0,25.5,SUV,Kolkata,2018,Honda WR-V,5.0
3603,200000.0,1364.0,Third Party insurance,Manual,65000.0,First Owner,Diesel,87.2,5.0,21.43,Sedan,Kolkata,2012,Toyota Corolla,11.0
3604,275000.0,1497.0,Third Party insurance,Manual,33000.0,First Owner,Petrol,116.4,5.0,16.8,Sedan,Kolkata,2012,Honda City,11.0
3605,1275000.0,1497.0,Comprehensive,Automatic,28133.0,First Owner,Petrol,113.42,5.0,16.8,SUV,Kolkata,2020,Kia Seltos,3.0
3606,375000.0,1248.0,Third Party insurance,Manual,73000.0,First Owner,Diesel,88.5,5.0,26.21,Sedan,Kolkata,2015,Maruti Ciaz,8.0
3607,499000.0,1197.0,Third Party insurance,Manual,29000.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Kolkata,2020,Hyundai Grand,3.0
3609,695000.0,1497.0,Third Party insurance,Manual,56000.0,First Owner,Petrol,117.6,5.0,17.4,Sedan,Kolkata,2018,Honda City,5.0
3611,700000.0,1396.0,Third Party insurance,Manual,34000.0,First Owner,Diesel,88.7,5.0,22.1,SUV,Kolkata,2018,Hyundai Creta,5.0
3612,600000.0,1461.0,Third Party insurance,Automatic,50000.0,First Owner,Diesel,108.45,5.0,19.6,SUV,Kolkata,2017,Renault Duster,6.0
3619,700000.0,1248.0,Third Party insurance,Manual,39000.0,First Owner,Diesel,88.5,5.0,24.3,SUV,Kolkata,2017,Maruti Vitara,6.0
3621,600000.0,1497.0,Third Party insurance,Manual,58000.0,First Owner,Diesel,108.5,5.0,21.5,SUV,Kolkata,2019,Tata Nexon,4.0
3623,190000.0,1198.0,Third Party insurance,Manual,61000.0,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Kolkata,2013,Honda Brio,10.0
3626,790000.0,1498.0,Third Party insurance,Manual,49000.0,First Owner,Diesel,97.9,5.0,25.6,Sedan,Kolkata,2018,Honda City,5.0
3627,430000.0,799.0,Third Party insurance,Manual,10000.0,First Owner,Petrol,53.26,5.0,22.3,Hatchback,Kolkata,2022,Renault KWID,1.0
3628,300000.0,1373.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,93.7,7.0,16.02,MUV,Kolkata,2014,Maruti Ertiga,9.0
3629,280000.0,999.0,Third Party insurance,Manual,20000.0,Second Owner,Petrol,67.0,5.0,23.01,Hatchback,Kolkata,2017,Renault KWID,6.0
3631,660000.0,1197.0,Comprehensive,Manual,8856.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Kolkata,2021,Hyundai Grand,2.0
3632,580000.0,1197.0,Comprehensive,Manual,17200.0,First Owner,Petrol,81.8,5.0,21.21,Hatchback,Kolkata,2019,Maruti Swift,4.0
3634,740000.0,1496.0,Third Party,Automatic,64508.0,First Owner,Petrol,105.5,5.0,17.8,Sedan,Ahmedabad,2018,Toyota Yaris,5.0
3635,400000.0,796.0,Comprehensive,Manual,23003.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Ahmedabad,2021,Maruti Alto,2.0
3636,1175000.0,1248.0,Comprehensive,Manual,70000.0,First Owner,Diesel,88.5,7.0,25.47,MUV,Ahmedabad,2020,Maruti Ertiga,3.0
3637,227999.99999999997,1086.0,Third Party insurance,Manual,52258.0,First Owner,Petrol,62.1,5.0,17.92,Hatchback,Ahmedabad,2012,Hyundai Santro,11.0
3638,413999.99999999994,1197.0,Third Party insurance,Manual,40829.0,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Ahmedabad,2013,Hyundai i20,9.0
3641,1264000.0,1497.0,Zero Dep,Manual,30880.0,First Owner,Petrol,113.4,5.0,16.8,SUV,Ahmedabad,2021,Kia Seltos,2.0
3642,412000.0,1199.0,Third Party insurance,Manual,59351.0,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Ahmedabad,2019,Tata Tiago,4.0
3645,375000.0,1199.0,Third Party insurance,Manual,40000.0,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Ahmedabad,2017,Tata Tiago,6.0
3646,800000.0,999.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,98.63,5.0,20.0,SUV,Ahmedabad,2021,Nissan Magnite,2.0
3649,254999.99999999997,1086.0,Third Party insurance,Manual,80000.0,Second Owner,LPG,68.1,5.0,19.0,Hatchback,Ahmedabad,2013,Hyundai i10,10.0
3651,394000.0,998.0,Third Party insurance,Manual,109590.0,Second Owner,CNG,58.16,5.0,26.6,Hatchback,Ahmedabad,2018,Maruti Wagon,5.0
3652,235000.0,999.0,Third Party,Manual,53617.0,Second Owner,Petrol,67.0,5.0,23.01,Hatchback,Ahmedabad,2017,Renault KWID,6.0
3654,539000.0,1197.0,Comprehensive,Manual,22294.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Ahmedabad,2017,Hyundai Grand,6.0
3655,1006000.0,998.0,Zero Dep,Manual,29094.0,First Owner,Petrol,118.35,5.0,18.27,SUV,Ahmedabad,2021,Hyundai Venue,2.0
3656,577000.0,1197.0,Comprehensive,Manual,52616.0,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Ahmedabad,2017,Maruti Swift,6.0
3657,441000.0,1197.0,Comprehensive,Manual,56796.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Ahmedabad,2018,Maruti Ignis,5.0
3658,467000.0,1196.0,Third Party insurance,Manual,16672.0,First Owner,Petrol,73.0,7.0,15.37,Minivans,Ahmedabad,2020,Maruti Eeco,3.0
3660,331000.0,1086.0,Third Party insurance,Manual,31130.0,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Ahmedabad,2015,Hyundai i10,8.0
3661,325000.0,796.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,47.3,5.0,24.7,Hatchback,Ahmedabad,2018,Maruti Alto,5.0
3664,550000.0,1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Ahmedabad,2018,Hyundai i20,5.0
3665,530000.0,1197.0,Third Party insurance,Manual,90000.0,Second Owner,Petrol,83.1,5.0,21.4,Hatchback,Ahmedabad,2017,Maruti Baleno,6.0
3666,509999.99999999994,1197.0,Third Party insurance,Manual,60000.0,Second Owner,Petrol,81.8,5.0,22.0,Hatchback,Ahmedabad,2017,Maruti Swift,6.0
3667,570000.0,999.0,Third Party insurance,Manual,30000.0,First Owner,Petrol,72.0,7.0,20.0,MUV,Ahmedabad,2019,Renault Triber,4.0
3668,662000.0,1197.0,Zero Dep,Manual,25783.0,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Ahmedabad,2021,Hyundai Grand,2.0
3670,326000.0,998.0,Third Party insurance,Manual,96217.0,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Ahmedabad,2014,Maruti Celerio,9.0
3671,442000.0,1197.0,Third Party,Manual,89064.0,First Owner,Petrol,83.11,5.0,20.4,Hatchback,Ahmedabad,2017,Maruti Swift,6.0
3672,471000.0,1197.0,Third Party insurance,Manual,99302.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Ahmedabad,2017,Hyundai Grand,6.0
3673,546000.0,998.0,Third Party,Manual,14157.0,First Owner,Petrol,65.71,5.0,21.7,Hatchback,Ahmedabad,2022,Maruti S-Presso,1.0
3674,850000.0,1197.0,Zero Dep,Automatic,6122.0,First Owner,Petrol,81.8,5.0,19.56,Hatchback,Ahmedabad,2021,Maruti Baleno,2.0
3675,353000.0,998.0,Third Party,Manual,88437.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Ahmedabad,2017,Maruti Wagon,6.0
3676,642000.0,1199.0,Third Party,Manual,45977.0,First Owner,Petrol,88.76,5.0,19.5,Sedan,Ahmedabad,2018,Honda Amaze,5.0
3677,312000.0,1086.0,Third Party,Manual,74418.0,Second Owner,Petrol,68.05,5.0,19.81,Hatchback,Ahmedabad,2014,Hyundai i10,9.0
3678,639000.0,1498.0,Third Party insurance,Manual,64898.0,First Owner,Diesel,98.6,7.0,21.9,SUV,Ahmedabad,2017,Honda BR-V,6.0
3680,150000.0,796.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Ahmedabad,2011,Maruti Alto,12.0
3681,400000.0,1198.0,Third Party insurance,Manual,20000.0,First Owner,Petrol,67.0,7.0,19.44,MUV,Ahmedabad,2016,Datsun GO,7.0
3682,465000.00000000006,1197.0,Third Party insurance,Manual,100000.0,First Owner,Petrol,82.0,5.0,25.0,Hatchback,Ahmedabad,2016,Hyundai Grand,7.0
3683,229999.99999999997,799.0,Third Party insurance,Manual,70000.0,First Owner,Petrol,53.3,5.0,25.17,Hatchback,Ahmedabad,2016,Renault KWID,7.0
3684,509999.99999999994,1498.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,98.6,5.0,26.0,Sedan,Ahmedabad,2014,Honda City,9.0
3686,380000.0,998.0,Third Party insurance,Manual,80000.0,First Owner,Petrol,67.04,5.0,23.1,Hatchback,Ahmedabad,2017,Maruti Celerio,6.0
3688,467000.0,1197.0,Zero Dep,Manual,57944.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Ahmedabad,2018,Hyundai Grand,5.0
3689,516000.0,1197.0,Zero Dep,Automatic,27818.0,First Owner,Petrol,81.8,5.0,20.89,Hatchback,Ahmedabad,2017,Maruti Ignis,6.0
3690,412000.0,1198.0,Comprehensive,Manual,105297.0,First Owner,Petrol,73.75,5.0,17.0,Sedan,Ahmedabad,2016,Volkswagen Ameo,7.0
3691,442000.0,1199.0,Third Party,Manual,34902.0,Third Owner,Petrol,88.7,5.0,18.7,Hatchback,Ahmedabad,2016,Honda Jazz,7.0
3692,504000.0,1086.0,Zero Dep,Automatic,49705.0,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Ahmedabad,2019,Hyundai Santro,4.0
3693,304000.0,796.0,Third Party,Manual,83251.0,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Ahmedabad,2017,Maruti Alto,6.0
3694,582000.0,1197.0,Third Party,Automatic,42455.0,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Ahmedabad,2019,Maruti Swift,4.0
3695,562000.0,1248.0,Third Party insurance,Manual,50669.0,First Owner,Diesel,88.5,5.0,23.65,SUV,Ahmedabad,2017,Maruti SX4,5.0
3696,525000.0,1197.0,Third Party,Manual,43204.0,First Owner,Petrol,88.5,5.0,22.41,Sedan,Ahmedabad,2015,Maruti Swift,8.0
3697,381000.0,998.0,Third Party insurance,Manual,39915.0,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Ahmedabad,2017,Maruti Wagon,5.0
3698,328000.0,1086.0,Third Party,Manual,59450.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Ahmedabad,2014,Hyundai i10,9.0
3699,1320000.0,1498.0,Third Party insurance,Automatic,10000.0,First Owner,Petrol,108.49,5.0,14.82,SUV,Ahmedabad,2023,MG Astor,0.0
3701,200000.0,814.0,Third Party insurance,Manual,110000.0,Second Owner,Petrol,55.2,5.0,21.1,Hatchback,Ahmedabad,2014,Hyundai EON,9.0
3702,135000.0,998.0,Third Party insurance,Manual,100000.0,Third Owner,Petrol,67.1,5.0,19.0,Hatchback,Ahmedabad,2011,Maruti Zen,12.0
3703,480000.0,1197.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Ahmedabad,2017,Hyundai Grand,6.0
3704,125000.0,1248.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,73.9,5.0,19.3,Sedan,Ahmedabad,2009,Maruti Swift,14.0
3705,850000.0,1462.0,Third Party insurance,Automatic,20000.0,First Owner,Petrol,103.25,5.0,20.28,Sedan,Ahmedabad,2019,Maruti Ciaz,4.0
3706,400000.0,1196.0,Third Party insurance,Manual,120000.0,First Owner,Petrol,73.0,5.0,15.37,Minivans,Ahmedabad,2016,Maruti Eeco,7.0
3707,572000.0,1498.0,Zero Dep,Manual,106683.0,Second Owner,Diesel,98.59,5.0,22.77,SUV,Ahmedabad,2017,Ford Ecosport,6.0
3708,328000.0,1086.0,Comprehensive,Manual,43003.0,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Ahmedabad,2014,Hyundai i10,9.0
3709,917000.0,1462.0,Comprehensive,Manual,36450.0,First Owner,Petrol,103.26,5.0,17.03,SUV,Ahmedabad,2020,Maruti Vitara,2.0
3710,242000.0,814.0,Comprehensive,Manual,30058.0,First Owner,Petrol,55.2,5.0,21.1,Hatchback,Ahmedabad,2013,Hyundai EON,10.0
3712,474000.0,1197.0,Comprehensive,Manual,49433.0,Second Owner,Petrol,81.8,5.0,20.89,Hatchback,Ahmedabad,2017,Maruti Ignis,6.0
3713,692000.0,1498.0,Third Party insurance,Manual,104889.0,First Owner,Diesel,98.6,5.0,25.5,SUV,Ahmedabad,2017,Honda WR-V,6.0
3714,1400000.0,1493.0,Third Party,Manual,40572.0,First Owner,Diesel,113.43,5.0,20.8,SUV,Ahmedabad,2019,Kia Seltos,4.0
3715,309000.0,1197.0,Third Party,Manual,104933.0,Second Owner,Petrol,78.9,5.0,20.36,Hatchback,Ahmedabad,2014,Hyundai i10,9.0
3716,448000.00000000006,1197.0,Comprehensive,Manual,71910.0,First Owner,Petrol,82.0,5.0,19.1,Sedan,Ahmedabad,2014,Hyundai Xcent,9.0
3717,598000.0,1199.0,Comprehensive,Automatic,29478.0,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Ahmedabad,2016,Honda Jazz,7.0
3718,289000.0,998.0,Third Party,Manual,123031.0,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Ahmedabad,2013,Maruti Wagon,10.0
3720,900000.0,1498.0,Third Party insurance,Manual,120000.0,First Owner,Diesel,98.96,5.0,21.7,SUV,Ahmedabad,2020,Ford Ecosport,3.0
3721,300000.0,1199.0,Third Party insurance,Manual,80000.0,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Ahmedabad,2017,Tata Tiago,6.0
3722,499000.0,1198.0,Third Party insurance,Manual,40000.0,First Owner,Petrol,86.7,5.0,17.8,Sedan,Ahmedabad,2016,Honda Amaze,7.0
3724,570000.0,1498.0,Third Party insurance,Automatic,70000.0,Second Owner,Diesel,108.6,5.0,21.72,Sedan,Ahmedabad,2016,Skoda Rapid,7.0
3725,480000.0,1086.0,Third Party insurance,Automatic,60000.0,First Owner,Petrol,68.0,5.0,20.3,Hatchback,Ahmedabad,2020,Hyundai Santro,3.0
3726,698000.0,1582.0,Third Party,Manual,80405.0,Second Owner,Diesel,126.2,5.0,23.9,Sedan,Ahmedabad,2017,Hyundai Verna,6.0
